"id","raw","encoded","pred","label","dist","training_count","not_exact"
"5306","1 teaspoon lower-sodium soy sauce","1 teaspoon lower - sodium soy sauce","low-sodium soy sauce","low-sodium soy sauce","0.04473504","38","False"
"8428","1/2 red onion (, thinly sliced)","1 / 2 red onion ( , thinly sliced )","red onion","red onion","0.05432011","67","False"
"8142","1 1-Inch Piece Ginger","1 1 - UNK Piece Ginger","fresh ginger","fresh ginger","0.12635426","124","False"
"797","1 tablespoon minced ginger","1 tablespoon minced ginger","fresh ginger","fresh ginger","0.089296296","124","False"
"5226","1 tablespoon finely chopped ginger","1 tablespoon finely chopped ginger","fresh ginger","fresh ginger","0.072377","124","False"
"7468","1/4 teaspoon kosher salt","1 / 4 teaspoon kosher salt","kosher salt","kosher salt","0.03789206","113","False"
"7534","1 shallot, sliced","1 shallot , sliced","shallot","shallot","0.06137781","35","False"
"8810","1 quart chicken broth","1 quart chicken broth","chicken broth","chicken broth","0.05163507","56","False"
"1518","3 tablespoons olive oil, divided","3 tablespoons olive oil , divided","olive oil","olive oil","0.09449679","223","False"
"6044","1 bunch Cilantro","1 bunch Cilantro","cilantro","cilantro","0.1625906","117","False"
"2852","6 cloves garlic, whole and smashed","6 cloves garlic , whole and smashed","garlic","garlic","0.12495318","331","False"
"6677","1 green chili (chopped, or more to taste)","1 green chili ( chopped , or more to taste )","fresh green chili pepper","fresh green chili pepper","0.113954306","3","False"
"6019","1 red bell pepper","1 red bell pepper","red bell pepper","red bell pepper","0.049038075","60","False"
"8069","1/4 tsp pepper (or to taste)","1 / 4 tsp pepper ( or to taste )","ground black pepper","ground black pepper","0.12647513","200","False"
"6848","1 teaspoon curry powder","1 teaspoon curry powder","curry powder","curry powder","0.049378973","22","False"
"7401","1 cup fresh pineapple chunks","1 cup fresh pineapple chunks","fresh pineapple","fresh pineapple","0.15648118","6","False"
"2090","1 medium Maui or yellow onion, peeled (1/4 of the onion chopped; 3/4 sliced)","1 medium Maui or yellow onion , peeled ( 1 / 4 of the onion chopped 3 / 4 sliced )","yellow onion","yellow onion","0.2512405","164","True"
"1573","6-7 tablespoons chia seeds","6 - 7 tablespoons chia seeds","chia seed","chia seed","0.10385117","7","False"
"4154","4 large garlic cloves, thinly sliced","4 large garlic cloves , thinly sliced","garlic","garlic","0.14698756","331","False"
"1403","Water ((to thin))","Water ( ( to thin ) )","tap water","tap water","0.21249786","92","False"
"8031","red chili pepper, sliced, for garnish","red chili pepper , sliced , for garnish","fresh red chili pepper","fresh red chili pepper","0.083677046","8","True"
"7819","4 (1 1/2-ounce) whole-wheat hamburger buns","4 ( 1 1 / 2 - ounce ) whole - wheat hamburger buns","hamburger bun","hamburger bun","0.18079706","10","True"
"3920","1 teaspoon fresh-squeezed lemon juice","1 teaspoon fresh - squeezed lemon juice","lemon juice","lemon juice","0.103981785","66","False"
"6443","1 tablespoon dried oregano","1 tablespoon dried oregano","dried oregano leaf","dried oregano leaf","0.054574326","41","False"
"7160","1 tablespoon hot chili sauce (such as sriracha)","1 tablespoon hot chili sauce ( such as sriracha )","sriracha","sriracha","0.18057121","28","False"
"4351","1 cup granulated sugar","1 cup granulated sugar","white sugar","white sugar","0.20103553","51","False"
"1066","1 large tomato, or about 3 canned plum tomatoes, chopped","1 large tomato , or about 3 canned plum tomatoes , chopped","tomato","tomato","0.09687783","57","False"
"8661","1/2 cup light brown sugar","1 / 2 cup light brown sugar","light brown sugar","light brown sugar","0.01858688","32","False"
"2770","1 clove garlic, (minced)","1 clove garlic , ( minced )","garlic","garlic","0.17874786","331","False"
"2548","1 pound medium shrimp, peeled and deveined","1 pound medium shrimp , peeled and deveined","shrimp","shrimp","0.1613936","38","False"
"7027","1 teaspoon cornstarch ((dissolved in 2 tablespoons water))","1 teaspoon cornstarch ( ( dissolved in 2 tablespoons water ) )","cornstarch","cornstarch","0.14594018","46","False"
"8162","Fresh ginger","Fresh ginger","fresh ginger","fresh ginger","0.13643773","124","False"
"3134","Cooking spray","Cooking spray","cooking spray","cooking spray","0.13056059","30","False"
"8374","1 medium onion (about 6 ounces), chopped","1 medium onion ( about 6 ounces ) , chopped","yellow onion","yellow onion","0.18051696","164","False"
"4780","2 tablespoons peanut oil, divided","2 tablespoons peanut oil , divided","peanut oil","peanut oil","0.07601878","11","False"
"3239","1/4 teaspoon salt","1 / 4 teaspoon salt","table salt","table salt","0.10444094","208","False"
"1890","2 tsp olive oil","2 tsp olive oil","olive oil","olive oil","0.07407315","223","False"
"4787","1 pound boneless skinless chicken breasts, thinly-sliced into bite-sized pieces","1 pound boneless skinless chicken breasts , thinly - sliced into bite - sized pieces","skinless chicken breast","skinless chicken breast","0.18392971","53","False"
"4987","1/2 teaspoon granulated garlic","1 / 2 teaspoon granulated garlic","garlic powder","garlic powder","0.18282883","53","True"
"7537","4 ounces Gruyère or sharp white Cheddar, grated (1 cup)","4 ounces Gruyère or sharp white Cheddar , grated ( 1 cup )","gruyere cheese","gruyere cheese","0.20072052","2","False"
"6805","½ teaspoon salt","1 / 2 teaspoon salt","table salt","table salt","0.10334338","208","False"
"1521","1/2 teaspoon black pepper, divided","1 / 2 teaspoon black pepper , divided","ground black pepper","ground black pepper","0.18148206","200","False"
"7298","5 oz. shredded cheese","5 oz . shredded cheese","shredded yellow cheddar cheese","shredded yellow cheddar cheese","0.1482181","26","False"
"3404","1/4 cup of chopped parsley","1 / 4 cup of chopped parsley","fresh parsley","fresh parsley","0.11550107","85","False"
"5311","4 garlic cloves, chopped","4 garlic cloves , chopped","garlic","garlic","0.13240546","331","False"
"5035","1 tbsp coconut oil","1 tbsp coconut oil","coconut oil","coconut oil","0.10230279","9","False"
"6025","3/4 teaspoon paprika","3 / 4 teaspoon paprika","ground paprika","ground paprika","0.21930534","25","False"
"2672","2 garlic cloves (, whole)","2 garlic cloves ( , whole )","garlic","garlic","0.13265929","331","False"
"5263","Fresh cilantro leaves, for garnish","Fresh cilantro leaves , for garnish","cilantro","cilantro","0.134838","117","False"
"683","1 teaspoon curry powder","1 teaspoon curry powder","curry powder","curry powder","0.049378973","22","False"
"5007","3 cloves garlic, chopped","3 cloves garlic , chopped","garlic","garlic","0.10365032","331","False"
"4924","1 purple cabbage, sliced thinly","1 purple cabbage , sliced thinly","red cabbage","red cabbage","0.100584745","17","False"
"5039","5 cups butternut squash, peeled + cubed into bite-size chunks","5 cups butternut squash , peeled cubed into bite - size chunks","butternut squash","butternut squash","0.102701075","7","False"
"8210","1 tsp sesame oil","1 tsp sesame oil","sesame oil","sesame oil","0.07745138","68","False"
"4545","1 teaspoon chopped fresh rosemary","1 teaspoon chopped fresh rosemary","fresh rosemary","fresh rosemary","0.03108732","10","False"
"2276","1 tomato, diced","1 tomato , diced","tomato","tomato","0.067779645","57","False"
"1327","2 tbsp grated Pecorino Romano","2 tbsp grated Pecorino Romano","grated parmesan cheese","grated parmesan cheese","0.19587481","57","True"
"616","1 whole fresh or dried bird's eye chili ((minced/crushed // or sub 1/4 tsp red pepper flake))","1 whole fresh or dried bird s eye chili ( ( minced / crushed / / or sub 1 / 4 tsp red pepper flake ) )","bird's eye chili pepper","bird's eye chili pepper","0.14199616","14","False"
"1540","2 cups chopped fresh baby spinach, 1 1/2 ounces","2 cups chopped fresh baby spinach , 1 1 / 2 ounces","fresh spinach","fresh spinach","0.11215932","50","True"
"3701","1/2 tsp dried oregano","1 / 2 tsp dried oregano","dried oregano leaf","dried oregano leaf","0.058230612","41","False"
"3722","Pinch of Salt","Pinch of Salt","table salt","table salt","0.16239025","208","False"
"8581","2 oz cheddar cheese, shredded","2 oz cheddar cheese , shredded","cheddar cheese","cheddar cheese","0.14498222","4","False"
"1729","1 lb. small pasta – I used orecchiette","1 lb . small pasta I used orecchiette","farfalle pasta","farfalle pasta","0.17644395","1","True"
"7061","2 teaspoons finely grated peeled ginger","2 teaspoons finely grated peeled ginger","fresh ginger","fresh ginger","0.103113554","124","False"
"5500","2 tablespoons olive oil","2 tablespoons olive oil","olive oil","olive oil","0.06266169","223","False"
"7912","1 teaspoon minced fresh ginger","1 teaspoon minced fresh ginger","fresh ginger","fresh ginger","0.06168901","124","False"
"3459","12 ounce Pineapple","12 ounce Pineapple","canned pineapple chunk","canned pineapple chunk","0.18408175","5","False"
"6212","1/2 cup heavy cream, half and half or vegan cream (all optional- see notes)","1 / 2 cup heavy cream , half and half or vegan cream ( all optional - see notes )","heavy whipping cream","heavy whipping cream","0.211028","20","False"
"4223","1 teaspoon curry powder","1 teaspoon curry powder","curry powder","curry powder","0.049378973","22","False"
"3584","1 cup barbeque sauce","1 cup UNK sauce","barbecue sauce","barbecue sauce","0.13461775","4","False"
"4199","8 cups chopped romaine or green leaf lettuce","8 cups chopped romaine or green leaf lettuce","romaine lettuce","romaine lettuce","0.1009585","27","False"
"7970","Freshly ground black pepper","Freshly ground black pepper","ground black pepper","ground black pepper","0.031049572","200","False"
"2750","1½ tablespoons light soy sauce","1 1 / 2 tablespoons light soy sauce","light soy sauce","light soy sauce","0.09946574","13","False"
"463","2 oz diced pancetta","2 oz diced pancetta","pancetta","pancetta","0.050559238","2","False"
"1767","1 14-ounce package extra firm tofu (see notes)","1 14 - ounce package extra firm tofu ( see notes )","firm tofu","firm tofu","0.14554894","12","True"
"2812","Chopped chives (, for garnish (optional))","Chopped chives ( , for garnish ( optional ) )","fresh chive","fresh chive","0.18306075","19","False"
"7015","1 pound firm tofu ((450g))","1 pound firm tofu ( ( 450 g ) )","firm tofu","firm tofu","0.099274725","12","False"
"8338","15 ounce can chickpeas, rinsed and drained","15 ounce can chickpeas , rinsed and drained","chickpea","chickpea","0.11475377","27","False"
"4436","1/4 teaspoon ground red pepper","1 / 4 teaspoon ground red pepper","ground red pepper","ground red pepper","0.036716767","33","False"
"2327","12 ounces extra-firm tofu, drained and cut into 3/4-in. cubes","12 ounces extra - firm tofu , drained and cut into 3 / 4 - in . cubes","firm tofu","firm tofu","0.16603494","12","True"
"4644","1/2 tsp salt","1 / 2 tsp salt","table salt","table salt","0.124667585","208","False"
"1116","3 (28-ounce) cans whole peeled tomatoes, crushed by hand","3 ( 28 - ounce ) cans whole peeled tomatoes , crushed by hand","whole peeled tomato","whole peeled tomato","0.10159","8","False"
"4194","1 tablespoon minced peeled fresh ginger","1 tablespoon minced peeled fresh ginger","fresh ginger","fresh ginger","0.084775046","124","False"
"5098","lime wedges, for garnishing","lime wedges , for garnishing","lime","lime","0.1851979","24","False"
"4999","1/2 medium onion, chopped","1 / 2 medium onion , chopped","yellow onion","yellow onion","0.13173844","164","False"
"4238","4 large portobello mushroom caps, stems removed","4 large portobello mushroom caps , stems removed","portobello mushroom","portobello mushroom","0.1358091","4","False"
"6463","1 cup roughly-chopped fresh cilantro leaves","1 cup roughly - chopped fresh cilantro leaves","cilantro","cilantro","0.15637833","117","False"
"8216","1 cup brown sugar","1 cup brown sugar","light brown sugar","light brown sugar","0.08620939","32","False"
"1424","1/2 tsp vanilla extract","1 / 2 tsp vanilla extract","vanilla extract","vanilla extract","0.05611822","8","False"
"1117","1/2 teaspoon red pepper flakes","1 / 2 teaspoon red pepper flakes","crushed red pepper flake","crushed red pepper flake","0.08254759","57","False"
"4401","1 28-oz. can of diced tomatoes","1 28 - oz . can of diced tomatoes","diced tomato","diced tomato","0.13501236","26","False"
"2369","1/2 teaspoon salt","1 / 2 teaspoon salt","table salt","table salt","0.10334338","208","False"
"8846","1 tsp brown sugar","1 tsp brown sugar","light brown sugar","light brown sugar","0.113166496","32","False"
"977","1 T Dijon mustard (or use any mustard you prefer)","1 T Dijon mustard ( or use any mustard you prefer )","dijon mustard","dijon mustard","0.15449971","29","False"
"3073","1/4 tsp paprika","1 / 4 tsp paprika","ground paprika","ground paprika","0.21568808","25","False"
"5006","2 jalapeno peppers, chopped","2 jalapeno peppers , chopped","fresh jalapeno pepper","fresh jalapeno pepper","0.14044656","38","False"
"4423","2 tablespoons of sundried tomatoes","2 tablespoons of sundried tomatoes","sun-dried tomato","sun-dried tomato","0.18745822","3","False"
"2395","4 6-inch corn tortillas, warmed","4 6 - inch corn tortillas , warmed","corn tortilla","corn tortilla","0.10666749","15","False"
"1194","1/2 cup scallions, finely chopped","1 / 2 cup scallions , finely chopped","green onion","green onion","0.16559643","109","False"
"875","1 1-Inch Piece Ginger","1 1 - UNK Piece Ginger","fresh ginger","fresh ginger","0.12635426","124","False"
"3254","1 tablespoon fresh lemon juice","1 tablespoon fresh lemon juice","lemon juice","lemon juice","0.062033027","66","False"
"7759","4 tbsp. oil","4 tbsp . oil","vegetable oil","vegetable oil","0.0777329","80","False"
"4773","2 garlic cloves (minced)","2 garlic cloves ( minced )","garlic","garlic","0.20342122","331","False"
"6823","6 ounces chorizo, sliced","6 ounces chorizo , sliced","chorizo","chorizo","0.16626391","3","False"
"6162","3 green onions, thinly sliced","3 green onions , thinly sliced","green onion","green onion","0.10183665","109","False"
"6069","2 tablespoons Dijon mustard","2 tablespoons Dijon mustard","dijon mustard","dijon mustard","0.12735903","29","False"
"8992","2 tablespoon fresh thyme leaves","2 tablespoon fresh thyme leaves","fresh thyme","fresh thyme","0.116495855","32","False"
"1249","Juice of 1 lemon","Juice of 1 lemon","lemon juice","lemon juice","0.18190256","66","False"
"6250","1/4 cup orange bell pepper (diced)","1 / 4 cup orange bell pepper ( diced )","orange bell pepper","orange bell pepper","0.1313914","4","False"
"2377","3/4 cup canned corn kernels, drained","3 / 4 cup canned corn kernels , drained","canned corn","canned corn","0.18321261","5","False"
"3088","1/4 cup heavy cream","1 / 4 cup heavy cream","heavy whipping cream","heavy whipping cream","0.09879087","20","False"
"6313","1/2 cup crumbled feta or blue cheese (leave out for paleo or Whole 30)","1 / 2 cup crumbled feta or blue cheese ( leave out for UNK or Whole 30 )","crumbled feta cheese","crumbled feta cheese","0.12458941","17","False"
"8206","1 tbsp olive oil","1 tbsp olive oil","olive oil","olive oil","0.06959452","223","False"
"355","1 tsp salt ((or 1 1/2 tsp kosher salt / sea salt flakes))","1 tsp salt ( ( or 1 1 / 2 tsp kosher salt / sea salt flakes ) )","table salt","table salt","0.2124506","208","False"
"4159","1 (15-ounce) can unsalted cannellini beans, rinsed and drained","1 ( 15 - ounce ) can unsalted cannellini beans , rinsed and drained","cannellini bean","cannellini bean","0.21505867","8","False"
"7390","4 large flour or 8 corn tortillas","4 large flour or 8 corn tortillas","flour tortilla","flour tortilla","0.15473989","13","False"
"6068","1/4 teaspoon freshly ground black pepper","1 / 4 teaspoon freshly ground black pepper","ground black pepper","ground black pepper","0.053108066","200","False"
"4721","¼ cup chopped carrot","1 / 4 cup chopped carrot","carrot","carrot","0.07809764","61","False"
"3810","1/4 teaspoon kosher salt","1 / 4 teaspoon kosher salt","kosher salt","kosher salt","0.03789206","113","False"
"1397","1/2 red pepper ((thinly sliced))","1 / 2 red pepper ( ( thinly sliced ) )","red bell pepper","red bell pepper","0.13778031","60","False"
"7940","1 ounce genoa salami, sliced","1 ounce UNK salami , sliced","salami","salami","0.18027055","2","True"
"209","3/4 cup matchstick-cut carrot","3 / 4 cup matchstick - cut carrot","carrot","carrot","0.08007787","61","False"
"2135","1½ tablespoons apple cider vinegar","1 1 / 2 tablespoons apple cider vinegar","apple cider vinegar","apple cider vinegar","0.062099196","23","False"
"7663","1 tbsp curry powder","1 tbsp curry powder","curry powder","curry powder","0.08731445","22","False"
"8208","2 tbsp honey","2 tbsp honey","honey","honey","0.060939327","60","False"
"2758","1 and 1/2 tablespoons olive oil","1 and 1 / 2 tablespoons olive oil","olive oil","olive oil","0.07699488","223","False"
"6919","2 tablespoons all-purpose flour","2 tablespoons all - purpose flour","all-purpose white flour","all-purpose white flour","0.12512097","36","False"
"6810","1 small red bell pepper ((sliced))","1 small red bell pepper ( ( sliced ) )","red bell pepper","red bell pepper","0.067009814","60","False"
"2701","¾ cup panko (Japanese breadcrumbs)","3 / 4 cup panko ( Japanese breadcrumbs )","panko bread crumb","panko bread crumb","0.237075","23","False"
"8187","grated parmesan, optional for topping","grated parmesan , optional for topping","grated parmesan cheese","grated parmesan cheese","0.113720134","57","False"
"5166","1 head cauliflower","1 head cauliflower","white cauliflower","white cauliflower","0.19932011","21","False"
"3586","½ cup chicken broth","1 / 2 cup chicken broth","chicken broth","chicken broth","0.042704426","56","False"
"768","half an onion, diced","half an onion , diced","yellow onion","yellow onion","0.118318446","164","False"
"2349","800 g / 28 oz can crushed tomato","800 g / 28 oz can crushed tomato","crushed tomato","crushed tomato","0.09742239","19","False"
"7311","6 tablespoons chopped fresh cilantro","6 tablespoons chopped fresh cilantro","cilantro","cilantro","0.11427291","117","False"
"4409","1 serrano pepper finely diced (or less depending on how spicy you prefer it)","1 serrano pepper finely diced ( or less depending on how spicy you prefer it )","fresh serrano pepper","fresh serrano pepper","0.13928217","10","False"
"4335","1 teaspoon dijon mustard","1 teaspoon dijon mustard","dijon mustard","dijon mustard","0.04079746","29","False"
"3156","3 sprigs fresh thyme","3 sprigs fresh thyme","fresh thyme","fresh thyme","0.10226473","32","False"
"7379","1 tablespoon adobo sauce from canned chipotles in adobo","1 tablespoon adobo sauce from canned chipotles in adobo","chipotle pepper in adobo sauce","chipotle pepper in adobo sauce","0.15433604","7","True"
"3137","3/4 cup bottled salsa","3 / 4 cup bottled salsa","salsa","salsa","0.20370021","10","False"
"1559","2 large eggs","2 large eggs","egg","egg","0.09135675","93","False"
"4320","1 1-Inch Piece Ginger","1 1 - UNK Piece Ginger","fresh ginger","fresh ginger","0.12635426","124","False"
"4860","1/4 teaspoon turmeric","1 / 4 teaspoon turmeric","ground turmeric","ground turmeric","0.15341407","28","False"
"3428","1/2 cup strained tomatoes","1 / 2 cup strained tomatoes","diced tomato","diced tomato","0.23360881","26","True"
"648","1 green onion, sliced thinly","1 green onion , sliced thinly","green onion","green onion","0.08336622","109","False"
"6419","2 ripe avocados (pit removed)","2 ripe avocados ( pit removed )","hass avocado","hass avocado","0.19400583","64","False"
"3872","1 avocado, sliced","1 avocado , sliced","hass avocado","hass avocado","0.20476294","64","False"
"8504","1 tablespoon cumin","1 tablespoon cumin","ground cumin","ground cumin","0.19531506","72","False"
"5297","1 teaspoon sesame seeds","1 teaspoon sesame seeds","hulled white sesame seed","hulled white sesame seed","0.14641017","26","False"
"550","1 bunch thin asparagus, about 1 1/2 pounds, cut in 1- to 2-inch lengths","1 bunch thin asparagus , about 1 1 / 2 pounds , cut in 1 - to 2 - inch lengths","fresh green asparagus","fresh green asparagus","0.13737157","11","False"
"3045","2 (8-oz.) pkg. sliced cremini mushrooms","2 ( 8 - oz . ) UNK . sliced cremini mushrooms","brown mushroom","brown mushroom","0.15999407","11","False"
"7817","1/4 cup (1-inch) diagonally cut green onions","1 / 4 cup ( 1 - inch ) diagonally cut green onions","green onion","green onion","0.103249356","109","False"
"2331","3 tablespoons reduced-sodium soy sauce","3 tablespoons reduced - sodium soy sauce","low-sodium soy sauce","low-sodium soy sauce","0.11268696","38","False"
"5312","1 tablespoon plus 2 teaspoons sesame oil, divided","1 tablespoon plus 2 teaspoons sesame oil , divided","sesame oil","sesame oil","0.16879414","68","False"
"256","4 cups low sodium chicken broth, steaming ((optional))","4 cups low sodium chicken broth , steaming ( ( optional ) )","low-sodium chicken broth","low-sodium chicken broth","0.09421186","26","False"
"4416","1/4 cup Panko bread crumbs","1 / 4 cup Panko bread crumbs","panko bread crumb","panko bread crumb","0.13470949","23","False"
"2669","1 medium head of cauliflower (, about 600 - 700g / 1.2 - 1.4 lb (Note 1))","1 medium head of cauliflower ( , about 600 - 700 g / 1 . 2 - 1 . 4 lb ( Note 1 ) )","white cauliflower","white cauliflower","0.23477763","21","False"
"3791","⅛ teaspoon cayenne","1 / 8 teaspoon cayenne","ground red pepper","ground red pepper","0.19310904","33","False"
"4453","1 small frozen banana","1 small frozen banana","banana","banana","0.24436039","10","True"
"2450","1 small onion (, finely diced)","1 small onion ( , finely diced )","yellow onion","yellow onion","0.16074343","164","False"
"2234","1/4 cup fresh lemon juice","1 / 4 cup fresh lemon juice","lemon juice","lemon juice","0.084213115","66","False"
"6549","2 tsp butter","2 tsp butter","unsalted butter","unsalted butter","0.10951164","93","False"
"6615","1/2 tsp salt","1 / 2 tsp salt","table salt","table salt","0.124667585","208","False"
"2895","6 scallions ((white parts only, diced))","6 scallions ( ( white parts only , diced ) )","green onion","green onion","0.17673421","109","False"
"2022","1/4 cup grated Pecorino Romano or Parmesan cheese","1 / 4 cup grated Pecorino Romano or Parmesan cheese","grated parmesan cheese","grated parmesan cheese","0.11512424","57","True"
"5036","1 large clove garlic","1 large clove garlic","garlic","garlic","0.12278823","331","False"
"7250","4 scallions, chopped","4 scallions , chopped","green onion","green onion","0.13169481","109","False"
"3541","1/4 cup lower-sodium soy sauce","1 / 4 cup lower - sodium soy sauce","low-sodium soy sauce","low-sodium soy sauce","0.043238044","38","False"
"5495","1 teaspoon minced fresh ginger","1 teaspoon minced fresh ginger","fresh ginger","fresh ginger","0.06168901","124","False"
"5435","3 Tbsp reduced-sodium soy sauce","3 Tbsp reduced - sodium soy sauce","low-sodium soy sauce","low-sodium soy sauce","0.11841187","38","False"
"2613","1/4 cup grated Parmesan cheese","1 / 4 cup grated Parmesan cheese","grated parmesan cheese","grated parmesan cheese","0.061338205","57","False"
"28","1 tablespoon Cognac or bourbon","1 tablespoon Cognac or bourbon","bourbon","bourbon","0.1596924","1","False"
"976","1/2 cup mayo","1 / 2 cup UNK","regular mayonnaise","regular mayonnaise","0.21068737","33","False"
"7259","1 tablespoon finely grated fresh ginger","1 tablespoon finely grated fresh ginger","fresh ginger","fresh ginger","0.04904709","124","False"
"6829","1 teaspoon Spanish smoked paprika","1 teaspoon Spanish smoked paprika","smoked paprika","smoked paprika","0.1556613","20","False"
"1410","1 2-to-3-inch piece of ginger, peeled and sliced into coins, approximately 12","1 2 - to - 3 - inch piece of ginger , peeled and sliced into coins , approximately 12","fresh ginger","fresh ginger","0.15646541","124","False"
"1131","Coarsely ground pepper, optional","Coarsely ground pepper , optional","ground black pepper","ground black pepper","0.14985359","200","False"
"7287","1/4 cup chopped cilantro","1 / 4 cup chopped cilantro","cilantro","cilantro","0.07307093","117","False"
"2427","1/4 cup canola oil","1 / 4 cup canola oil","canola oil","canola oil","0.062018305","31","False"
"1263","1 teaspoon Italian seasoning","1 teaspoon Italian seasoning","Italian seasoning","Italian seasoning","0.031319655","16","False"
"848","1/4 teaspoon kosher salt","1 / 4 teaspoon kosher salt","kosher salt","kosher salt","0.03789206","113","False"
"7179","2-4 TBSP dried cranberries","2 - 4 UNK dried cranberries","dried cranberry","dried cranberry","0.12236299","8","False"
"7365","1 tablespoon kosher salt","1 tablespoon kosher salt","kosher salt","kosher salt","0.07523464","113","False"
"2824","2 tbsp unbleached all-purpose flour","2 tbsp unbleached all - purpose flour","all-purpose white flour","all-purpose white flour","0.1609978","36","True"
"8363","1 pound ground turkey","1 pound ground turkey","ground turkey","ground turkey","0.047961667","16","False"
"2272","1 teaspoon cumin seeds","1 teaspoon cumin seeds","cumin seed","cumin seed","0.122956805","10","False"
"762","3-4 tablespoons olive oil","3 - 4 tablespoons olive oil","olive oil","olive oil","0.084040284","223","False"
"2753","¼ teaspoon salt","1 / 4 teaspoon salt","table salt","table salt","0.10444094","208","False"
"7371","2 tablespoons chopped fresh chives","2 tablespoons chopped fresh chives","fresh chive","fresh chive","0.15667039","19","False"
"3281","salt (to taste)","salt ( to taste )","table salt","table salt","0.10952498","208","False"
"1404","1/4 tsp turmeric ((optional))","1 / 4 tsp turmeric ( ( optional ) )","ground turmeric","ground turmeric","0.24663799","28","False"
"2312","2 Tbsp olive oil","2 Tbsp olive oil","olive oil","olive oil","0.07777306","223","False"
"8548","1/4 cup fresh basil, chopped ((or 1 tablespoon dried))","1 / 4 cup fresh basil , chopped ( ( or 1 tablespoon dried ) )","fresh basil","fresh basil","0.08373232","39","False"
"720","2 garlic cloves, minced","2 garlic cloves , minced","garlic","garlic","0.17548628","331","False"
"1869","1/2 mango (diced in large chunks)","1 / 2 mango ( diced in large chunks )","mango","mango","0.11486128","15","False"
"7550","2 teaspoons dried oregano","2 teaspoons dried oregano","dried oregano leaf","dried oregano leaf","0.039591417","41","False"
"1812","4 cloves garlic ((finely minced))","4 cloves garlic ( ( finely minced ) )","garlic","garlic","0.14915949","331","False"
"1042","1 1/2 pounds boneless, skinless chicken thighs (5 to 6 thighs)","1 1 / 2 pounds boneless , skinless chicken thighs ( 5 to 6 thighs )","boneless, skinless chicken thigh","boneless, skinless chicken thigh","0.07465241","19","False"
"3187","6 green onions (sliced)","6 green onions ( sliced )","green onion","green onion","0.108420625","109","False"
"832","3 to 4 tablespoons freshly minced parsley","3 to 4 tablespoons freshly minced parsley","fresh parsley","fresh parsley","0.13834113","85","False"
"7908","2 tablespoons soy sauce","2 tablespoons soy sauce","soy sauce","soy sauce","0.06302452","51","False"
"1507","2 (14-ounce) cans black beans, rinsed and drained","2 ( 14 - ounce ) cans black beans , rinsed and drained","black bean","black bean","0.14270622","26","False"
"4646","2 limes","2 limes","lime","lime","0.2095543","24","False"
"2726","4 cloves garlic (minced)","4 cloves garlic ( minced )","garlic","garlic","0.17215784","331","False"
"7969","1/2 teaspoon Maldon flaky sea salt or a scant 1/4 teaspoon fine sea salt","1 / 2 teaspoon Maldon flaky sea salt or a scant 1 / 4 teaspoon fine sea salt","kosher salt","kosher salt","0.10052478","113","True"
"4457","20-30 fresh mint leaves (see note)","20 - 30 fresh mint leaves ( see note )","fresh spearmint","fresh spearmint","0.23089969","10","False"
"4127","2 garlic cloves, crushed","2 garlic cloves , crushed","garlic","garlic","0.15317181","331","False"
"4176","1 teaspoon ground cinnamon","1 teaspoon ground cinnamon","ground cinnamon","ground cinnamon","0.029635537","19","False"
"4624","1/4 cup heavy cream","1 / 4 cup heavy cream","heavy whipping cream","heavy whipping cream","0.09879087","20","False"
"1371","1/2 teaspoon dried dill","1 / 2 teaspoon dried dill","dried dill weed","dried dill weed","0.080667935","4","False"
"1362","Optional: 4 hardboiled eggs, sliced into quarters","Optional 4 hardboiled eggs , sliced into quarters","egg","egg","0.1121412","93","False"
"5106","1 cup dry white wine","1 cup dry white wine","white wine","white wine","0.11563516","19","True"
"5257","1 Haas avocado, halved and pitted","1 Haas avocado , halved and pitted","hass avocado","hass avocado","0.23990533","64","False"
"3181","2-3 cups market lettuce (any variety will work)","2 - 3 cups market lettuce ( any variety will work )","green leaf lettuce","green leaf lettuce","0.47299302","5","False"
"6141","4 oz diced avocado, 1 small haas","4 oz diced avocado , 1 small UNK","hass avocado","hass avocado","0.22964352","64","False"
"7704","1 small daikon (Japanese white radish), peeled, cut into matchsticks","1 small daikon ( Japanese white radish ) , peeled , cut into matchsticks","daikon","daikon","0.12586093","4","False"
"7117","2 cloves garlic (minced)","2 cloves garlic ( minced )","garlic","garlic","0.17851701","331","False"
"80","1/2 teaspoon ground cumin","1 / 2 teaspoon ground cumin","ground cumin","ground cumin","0.030707473","72","False"
"5151","1/4 teaspoon salt","1 / 4 teaspoon salt","table salt","table salt","0.10444094","208","False"
"7425","1/4 cup feta cheese (or more)","1 / 4 cup feta cheese ( or more )","crumbled feta cheese","crumbled feta cheese","0.13642241","17","False"
"4019","1/2 onion, (peeled and diced)","1 / 2 onion , ( peeled and diced )","yellow onion","yellow onion","0.14453007","164","False"
"5284","1 15oz. can pumpkin purée","1 15 oz . can pumpkin purée","pumpkin puree","pumpkin puree","0.11252044","2","False"
"6767","2 large russet potato, cut into 1/2-inch chunks","2 large russet potato , cut into 1 / 2 - inch chunks","russet potato","russet potato","0.082783684","21","False"
"3678","1 small cucumber, very thinly sliced","1 small cucumber , very thinly sliced","slicing cucumber","slicing cucumber","0.120693296","27","False"
"6538","salt, to taste","salt , to taste","table salt","table salt","0.10211846","208","False"
