"id","raw","encoded","pred","label","dist","training_count","not_exact"
"4744","Simple Thai peanut dressing (recipe below)","Simple Thai peanut dressing ( recipe below )","Arborio rice","","0.2865858","335","False"
"5209","1/4 cup milk","1 / 4 cup milk","whole milk","1% milk","0.16780917","8","False"
"3873","1 turkish cucumber, sliced or cut into thin ribbons ( use a veggie peeler)","1 UNK cucumber , sliced or cut into thin ribbons ( use a UNK peeler )","slicing cucumber","","0.2245679","335","False"
"934","1 tsp marjoram","1 tsp marjoram","dried thyme leaf","","0.279661","335","False"
"6523","1/3 cup gochujang (Korean chile sauce)","1 / 3 cup gochujang ( Korean chile sauce )","chili garlic sauce","","0.3419439","335","False"
"3071","2 Tbsp nutritional yeast","2 Tbsp nutritional yeast","table salt","","0.39177588","335","False"
"782","4 cups unsalted chicken stock","4 cups unsalted chicken stock","chicken broth","low-sodium chicken broth","0.15350935","26","False"
"3563","Fennel fronds or sliced scallions, or both, for serving","Fennel fronds or sliced scallions , or both , for serving","shallot","","0.3626791","335","False"
"1594","1 tsp thick soy sauce, or use low sodium soy sauce","1 tsp thick soy sauce , or use low sodium soy sauce","soy sauce","low-sodium soy sauce","0.2765826","38","True"
"7150","tortilla strips","tortilla strips","corn tortilla","","0.37437636","335","False"
"1112","2 teaspoons dried oregano, divided","2 teaspoons dried oregano , divided","dried oregano leaf","ground oregano","0.08154628","5","False"
"1612","1-2 Tbsp protein powder of choice or hemp seeds","1 - 2 Tbsp protein powder of choice or UNK seeds","cocoa powder","","0.34471184","335","False"
"752","4 oz 50% reduced fat sharp cheddar, I used Cabot","4 oz 50 % reduced fat sharp cheddar , I used Cabot","sharp cheddar cheese","","0.39716226","335","False"
"8646","2 teaspoons chopped fresh tarragon","2 teaspoons chopped fresh tarragon","fresh dill","","0.30129185","335","False"
"2892","1 pound king oyster mushrooms ((about 3-4 mushrooms, diced into small pieces))","1 pound king oyster mushrooms ( ( about 3 - 4 mushrooms , diced into small pieces ) )","chuck steak","","0.39303786","335","False"
"856","1 Tbsp. almond butter","1 Tbsp . almond butter","unsalted butter","","0.33094516","335","False"
"7212","4 leaves fresh sage","4 leaves fresh sage","ground dried sage","","0.27017346","335","False"
"4823","12 ounces chicken breast tenders","12 ounces chicken breast tenders","skinless chicken breast","","0.19006638","335","False"
"1496","1 Tbsp blackening seasoning","1 Tbsp UNK seasoning","Italian seasoning","","0.23886356","335","False"
"4654","2 large hardboiled eggs, rough chopped","2 large hardboiled eggs , rough chopped","egg","","0.123444095","335","False"
"1705","3 anchovy fillets (finely chopped)","3 anchovy fillets ( finely chopped )","garlic","","0.448201","335","False"
"6097","1/4 cup basil","1 / 4 cup basil","fresh basil","ground dried basil","0.12446236","9","False"
"902","8 whole wheat tortillas ((8-to-10 inch))","8 whole wheat tortillas ( ( 8 - to - 10 inch ) )","flour tortilla","","0.37501702","335","False"
"445","2 Mahi-Mahi Fillets","2 UNK - UNK UNK","pacific cod","","0.4023786","335","False"
"8702","tortilla chips for serving","tortilla chips for serving","flour tortilla","","0.22099476","335","False"
"3245","8 slices pumpernickel bread","8 slices pumpernickel bread","sandwich bread","","0.24185629","335","False"
"2780","1/3 cup chopped Thai basil (or sub regular basil)","1 / 3 cup chopped Thai basil ( or sub regular basil )","fresh basil","","0.27956736","335","False"
"3455","2 unit Chicken Stock Concentrate","2 UNK Chicken Stock UNK","boneless, skinless chicken thigh","","0.41730785","335","False"
"3075","1 heaping cup veggies of choice ((I like onion, tomato, mushroom, spinach))","1 heaping cup UNK of choice ( ( I like onion , tomato , mushroom , spinach ) )","frozen mixed vegetable","","0.46859512","335","False"
"7722","2 bell peppers, diced (I used one red, one yellow)","2 bell peppers , diced ( I used one red , one yellow )","green bell pepper","red bell pepper","0.20280465","60","True"
"6000","2 slabs konnyaku (konjac)","2 slabs UNK ( UNK )","pacific cod","","0.3227868","335","False"
"1177","Amba sauce, for serving (see note)","UNK sauce , for serving ( see note )","barbecue sauce","","0.23124349","335","False"
"3622","3 tablespoons ghee (clarified butter) or vegetable oil","3 tablespoons ghee ( clarified butter ) or vegetable oil","unsalted butter","","0.20492452","335","False"
"3747","10 fresh marjoram leaves, chopped","10 fresh marjoram leaves , chopped","fresh rosemary","","0.35446978","335","False"
"400","6 hard shell tacos","6 hard shell tacos","cheddar cheese slice","","0.41551226","335","False"
"2690","3 small dry red Chinese hot peppers","3 small dry red Chinese hot peppers","red bell pepper","","0.3507635","335","False"
"931","1.3 lb 99% lean ground turkey","1 . 3 lb 99 % lean ground turkey","99% lean ground turkey","ground turkey","0.14053005","16","False"
"4212","1/2 cup frozen blueberries","1 / 2 cup frozen blueberries","blueberry","","0.29571295","335","False"
"6504","1 batch orange sauce (see above)","1 batch orange sauce ( see above )","orange juice","","0.3316481","335","False"
"1553","1 tablespoon minced fresh sage","1 tablespoon minced fresh sage","ground dried sage","","0.30210617","335","False"
"4120","15 pre-cooked shrimp (wash and remove tails)","15 pre - cooked shrimp ( wash and remove tails )","puff pastry","","0.36126968","335","False"
"6372","2 Tablespoons fresh sage ( or thyme, or rosemary)","2 Tablespoons fresh sage ( or thyme , or rosemary )","ground dried sage","","0.2629981","335","False"
"3843","4 tablespoons crumbled bacon","4 tablespoons crumbled bacon","bacon","","0.11590324","335","False"
"6415","1/4 cup apple cider","1 / 4 cup apple cider","apple","","0.26645696","335","False"
"20","2 6-ounce mahi-mahi fillets","2 6 - ounce mahi - mahi fillets","tilapia","","0.27184278","335","False"
"2998","1 1/2 cups small macaroni shells or small shell pasta","1 1 / 2 cups small macaroni shells or small shell pasta","whole-wheat macaroni","macaroni","0.33845899","4","False"
"2631","Minced fresh oregano, optional","Minced fresh oregano , optional","dried oregano leaf","","0.23706903","335","False"
"544","1 batch Szechuan Sauce","1 batch UNK Sauce","barbecue sauce","","0.30610576","335","False"
"8895","⅛ cup chopped fresh sage","1 / 8 cup chopped fresh sage","ground dried sage","","0.28137708","335","False"
"3989","2 lbs pork sirloin roast, cut into bite size pieces","2 lbs pork sirloin roast , cut into bite size pieces","boneless pork shoulder","","0.2588625","335","False"
"8991","2 tablespoons oregano leaves, roughly chopped","2 tablespoons oregano leaves , roughly chopped","dried oregano leaf","","0.29074046","335","False"
"8108","1/2 teaspoon sazon, homemade or packaged","1 / 2 teaspoon UNK , homemade or packaged","pepita","","0.36335498","335","False"
"6276","3 tablespoons molasses","3 tablespoons molasses","raisin","","0.37790802","335","False"
"1119","Cooked pasta, for serving","Cooked pasta , for serving","egg white","","0.3734768","335","False"
"6390","squeeze of lemon to taste","squeeze of lemon to taste","lemon juice","lemon","0.17831232","28","False"
"1566","lemonlemon","UNK","pepita","lemon","0.0","28","False"
"8113","1/4 teaspoon dry adobo seasoning, I used Goya","1 / 4 teaspoon dry adobo seasoning , I used Goya","Italian seasoning","","0.25523508","335","False"
"2913","1 box Japanese curry roux ((7 oz or 200 g) (or use my homemade curry roux recipe))","1 box Japanese curry roux ( ( 7 oz or 200 g ) ( or use my homemade curry roux recipe ) )","curry powder","","0.36852318","335","False"
"2720","1 pound boneless skinless chicken thighs (or breasts)","1 pound boneless skinless chicken thighs ( or breasts )","boneless, skinless chicken thigh","boneless chicken thigh with skin","0.08433438","1","False"
"3202","2 tablespoons mirin, (Japanese rice wine) (see Ingredient note)","2 tablespoons mirin , ( Japanese rice wine ) ( see UNK note )","white wine","","0.2578025","335","False"
"8163","Sun Basket stir-fry seasoning (coconut aminos - sesame oil - fish sauce - coconut vinegar)","Sun UNK stir - fry seasoning ( coconut UNK - sesame oil - fish sauce - coconut vinegar )","unabsorbed corn oil","","0.38312113","335","False"
"4558","1 cup frozen pineapple chunks","1 cup frozen pineapple chunks","canned pineapple chunk","","0.29818344","335","False"
"7108","1 tablespoon finely chopped tarragon","1 tablespoon finely chopped tarragon","fresh spearmint","","0.3455071","335","False"
"5276","¼ teaspoon white pepper","1 / 4 teaspoon white pepper","white pepper","ground black pepper","0.04887031","200","False"
"389","1 tablespoon file powder","1 tablespoon file powder","chili powder","","0.27446806","335","False"
"8395","Pinch of asafetida (optional, but really great)","Pinch of asafetida ( optional , but really great )","ground caraway","","0.40098315","335","False"
"4208","pineapple juice ((from the can of pineapple rings))","pineapple juice ( ( from the can of pineapple rings ) )","canned pineapple chunk","","0.31544295","335","False"
"4685","1 teaspoon ancho chili powder","1 teaspoon ancho chili powder","chili powder","","0.24679606","335","False"
"5067","Pickled onion, for serving (see Tip)","Pickled onion , for serving ( see Tip )","French bread","","0.38321674","335","False"
"8623","1 teaspoon chopped fresh tarragon","1 teaspoon chopped fresh tarragon","fresh dill","","0.32436535","335","False"
"3562","½ cup pitted prunes, diced","1 / 2 cup pitted prunes , diced","dry-roasted walnut","","0.3724038","335","False"
"3782","1 teaspoon finely ground Sichuan pepper","1 teaspoon finely ground Sichuan pepper","ground red pepper","","0.25946176","335","False"
"6995","½ cup Bolthouse Farms Organic Avocado Ranch Dressing","1 / 2 cup UNK Farms UNK Avocado Ranch Dressing","Caesar dressing","ranch dressing","0.31439805","2","True"
"833","Pork:","Pork","pepita","","0.33491892","335","False"
"2063","1 lb Flat Iron steak (thinly sliced against the grain)","1 lb Flat UNK steak ( thinly sliced against the grain )","flank steak","","0.40451685","335","False"
"3002","one 15-ounce can cut green beans, drained and rinsed (I use no-salt added)","one 15 - ounce can cut green beans , drained and rinsed ( I use no - salt added )","fresh green bean","","0.36257726","335","False"
"2244","1 1/2 tablespoons stone ground mustard","1 1 / 2 tablespoons stone ground mustard","yellow mustard","","0.25043255","335","False"
"481","1 cup campenelle pasta (or whole grain rotini or elbows)","1 cup UNK pasta ( or whole grain rotini or elbows )","orecchiette pasta","","0.29608873","335","False"
"8050","1½ Tbsp. Gochujang Red Pepper Paste","1 1 / 2 Tbsp . Gochujang Red Pepper Paste","crushed red pepper flake","","0.3299712","335","False"
"7118","1 teaspoon oregano (minced)","1 teaspoon oregano ( minced )","dried oregano leaf","","0.18020532","335","False"
"2478","8 kefir lime leaves","8 kefir lime leaves","lime zest","","0.23237967","335","False"
"2651","a spoonful of olive tapenade","a UNK of olive tapenade","olives","","0.2962827","335","False"
"8157","3 ounces button mushrooms","3 ounces button mushrooms","white mushroom","brown mushroom","0.14564475","11","False"
"166","¼ cup Fish Taco Spice Blend (Rice Flour, Ground Cumin, Chipotle Powder & Ground Mexican Oregano)","1 / 4 cup Fish UNK Spice UNK ( Rice Flour , Ground Cumin , Chipotle Powder Ground Mexican Oregano )","chicken wing","","0.3861116","335","False"
"3178","3/4 cup mozzarella cheese","3 / 4 cup mozzarella cheese","low-moisture part-skim mozzarella cheese","shredded low-moisture part-skim mozzarella cheese","0.14656088","15","False"
"218","1 cup unsalted vegetable stock","1 cup unsalted vegetable stock","vegetable broth","","0.21968748","335","False"
"5018","2 cups fresh shucked peas","2 cups fresh shucked peas","frozen pea","","0.3586319","335","False"
"980","1/2 tsp. celery seed","1 / 2 tsp . celery seed","whole celery seed","ground celery seed","0.17017272","1","False"
"117","3 tablespoons Pecorino Romano or Parmigiano-Reggiano cheese","3 tablespoons Pecorino Romano or Parmigiano - Reggiano cheese","grated parmesan cheese","","0.24556202","335","False"
"4525","3 tablespoons dehydrated potato flakes","3 tablespoons dehydrated potato flakes","red onion","","0.44818723","335","False"
"5133","1 teaspoon fresh oregano, to taste","1 teaspoon fresh oregano , to taste","dried oregano leaf","","0.18409371","335","False"
"6821","½ teaspoon saffron threads","1 / 2 teaspoon saffron threads","crushed red pepper flake","","0.4381886","335","False"
"8722","1 oz Sliced Pickled Jalapeño Pepper","1 oz Sliced Pickled Jalapeño Pepper","fresh serrano pepper","","0.37065363","335","False"
"5508","1 loaf ciabatta bread (halved lengthwise)","1 loaf ciabatta bread ( halved lengthwise )","sandwich bread","","0.31036854","335","False"
"1925","1 cup shredded Gruyere cheese","1 cup shredded Gruyere cheese","shredded colby cheese","shredded gruyere cheese","0.14206624","5","False"
"2224","2 tablespoons low-sodium tamari","2 tablespoons low - sodium tamari","low-sodium soy sauce","tamari","0.23223358","9","True"
"5103","1 tablespoon chopped tarragon","1 tablespoon chopped tarragon","fresh spearmint","","0.34046954","335","False"
"3992","1 (16 oz) package of frozen broccoli or 1 lb of fresh broccoli florets","1 ( 16 oz ) package of frozen broccoli or 1 lb of fresh broccoli florets","broccoli","","0.28889948","335","False"
"1870","1/2 cup store-bought seaweed salad","1 / 2 cup store - bought seaweed salad","roasted seaweed","","0.33793855","335","False"
"742","6 oz no-yolk noodles, Ronzoni Healthy Harvest, or brown rice pasta for gluten free","6 oz no - yolk noodles , UNK Healthy Harvest , or brown rice pasta for gluten free","Old Bay seasoning","","0.3721741","335","False"
"3282","8 whole wheat flour tortillas","8 whole wheat flour tortillas","flour tortilla","","0.22224241","335","False"
"4728","1 teaspoon mirin (Japanese rice wine)","1 teaspoon mirin ( Japanese rice wine )","white wine","","0.24941966","335","False"
"4481","1 tablespoon coconut aminos","1 tablespoon coconut UNK","tamari","","0.34224606","335","False"
"437","¼ cup fresh Thai basil","1 / 4 cup fresh Thai basil","fresh basil","","0.28266123","335","False"
"959","2 teaspoons low-sodium soy sauce","2 teaspoons low - sodium soy sauce","low-sodium soy sauce","","0.027024038","335","False"
"7684","1 tablespoon cold vegetable shortening","1 tablespoon cold vegetable shortening","vegetable oil","","0.32097107","335","False"
"4170","1/8 teaspoon saffron powder (or 1/4 teaspoon saffron threads (see Note))","1 / 8 teaspoon saffron powder ( or 1 / 4 teaspoon saffron threads ( see Note ) )","ground turmeric","","0.2135673","335","False"
"2115","3/4 cup Sabra mango peach salsa","3 / 4 cup Sabra mango peach salsa","red raspberry","","0.3299644","335","False"
"4450","2 Tbsp mirin","2 Tbsp mirin","white wine","","0.24785355","335","False"
"1070","2 cloves","2 cloves","garlic","","0.3206816","335","False"
"6960","1 tablespoon Emeril’s Essence Creole Seasoning","1 tablespoon Emeril s Essence Creole Seasoning","cajun seasoning","","0.3865171","335","False"
"495","2 Persian cucumbers, diced","2 Persian cucumbers , diced","english cucumber","","0.2556976","335","False"
"231","2 unit Persian Cucumber","2 UNK Persian Cucumber","english cucumber","","0.2608093","335","False"
"7862","1 cup cooked fresh corn kernels (about 1 ear of corn)","1 cup cooked fresh corn kernels ( about 1 ear of corn )","frozen corn","fresh corn","0.22612698","16","False"
"6620","A small handful of dried lily flowers (yields 1/2 cup after rehydration) ((Optional))","A small handful of dried lily flowers ( yields 1 / 2 cup after UNK ) ( ( Optional ) )","dried split pea","","0.42410567","335","False"
"3875","8 ounces Dungeness crab ( or sub cooked shrimp, or smoked salmon or lox)","8 ounces Dungeness crab ( or sub cooked shrimp , or smoked salmon or lox )","turkey pastrami","","0.3460139","335","False"
"4786","leaves from 1 bunch of Thai basil (about 2 cups, lightly-packed)","leaves from 1 bunch of Thai basil ( about 2 cups , lightly - packed )","fresh basil","","0.31754002","335","False"
"6454","2 pickled jalapeños, finely chopped","2 pickled jalapeños , finely chopped","watermelon","","0.39052415","335","False"
"3731","1 cup frozen pearl onions","1 cup frozen pearl onions","carrot","","0.39322358","335","False"
"3177","3/4 cup cheddar cheese","3 / 4 cup cheddar cheese","cheddar cheese","shredded yellow cheddar cheese","0.21713282","26","False"
"5100","1 cup oregano leaves","1 cup oregano leaves","dried oregano leaf","","0.22089067","335","False"
"8758","1 (5 ounce) can tuna, drained (I prefer tuna packed in oil)","1 ( 5 ounce ) can tuna , drained ( I prefer tuna packed in oil )","water-packed light tuna","oil-packed light tuna","0.21759927","6","False"
"595","1/2 cup carrot juice","1 / 2 cup carrot juice","tap water","","0.33282426","335","False"
"1175","4 hard-boiled eggs, peeled and sliced","4 hard - boiled eggs , peeled and sliced","egg","","0.29156348","335","False"
"3938","1/2 cup white bread torn into small pieces","1 / 2 cup white bread torn into small pieces","French bread","","0.46691823","335","False"
"8173","2 tablespoons chopped assorted herbs","2 tablespoons chopped assorted herbs","fresh thyme","","0.34718704","335","False"
"6987","1 cup roasted sweet corn (can also use fresh or thawed)","1 cup roasted sweet corn ( can also use fresh or thawed )","frozen corn","fresh corn","0.17730427","16","True"
"8871","garlic sauce","garlic sauce","chili garlic sauce","","0.25347292","335","False"
"2664","black sesame seeds for garnish","black sesame seeds for garnish","hulled white sesame seed","","0.21260238","335","False"
"8126","1 cup sweet corn","1 cup sweet corn","frozen corn","fresh corn","0.20923427","16","False"
"2931","4 ounces fresh grated Gouda","4 ounces fresh grated Gouda","French bread","","0.37583208","335","False"
"3222","12 ounces paccheri, ziti, or other large tube pasta","12 ounces paccheri , ziti , or other large tube pasta","ziti","","0.27701715","335","False"
"7032","1 teaspoon dill pickle juice","1 teaspoon dill pickle juice","dill pickle","","0.362831","335","False"
"6630","1/4 teaspoon sea salt ((Optional) (*footnote 1))","1 / 4 teaspoon sea salt ( ( Optional ) ( UNK 1 ) )","table salt","kosher salt","0.26105857","113","True"
"278","3 tablespoons extra-virgin olive oil","3 tablespoons extra - virgin olive oil","extra-virgin olive oil","olive oil","0.02925186","223","False"
"5172","Yakitori dipping sauce base (coconut aminos - coconut vinegar - maple syrup)","UNK dipping sauce base ( coconut UNK - coconut vinegar - maple syrup )","red enchilada sauce","","0.33689913","335","False"
"3776","1 tablespoon fermented spicy broad bean paste (doubanjiang)","1 tablespoon fermented spicy broad bean paste ( doubanjiang )","red kidney bean","","0.53391904","335","False"
"3190","1 recipe Basil Vinaigrette","1 recipe Basil Vinaigrette","hummus","","0.3670232","335","False"
"1879","1 oz grated Gruyere cheese, omit for Whole 30","1 oz grated Gruyere cheese , omit for Whole 30","shredded colby cheese","shredded gruyere cheese","0.19248335","5","False"
"6246","2 cups cooked quinoa","2 cups cooked quinoa","quinoa","","0.28169638","335","False"
"393","1/2 lime (juiced)","1 / 2 lime ( juiced )","lime juice","lime","0.09537875","24","False"
"809","1½ oz. Tamarind Concentrate","1 1 / 2 oz . UNK UNK","fresh green bean","","0.43540788","335","False"
"2657","1 hard cooked egg (halved)","1 hard cooked egg ( halved )","egg","","0.23744234","335","False"
"3844","6 tablespoons mushroom ragoût","6 tablespoons mushroom ragoût","cream of mushroom soup","","0.3976761","335","False"
"3065","6 sage leaves or 1 tablespoon fresh thyme","6 sage leaves or 1 tablespoon fresh thyme","ground dried sage","","0.27652586","335","False"
"75","Chicken:","Chicken","pepita","","0.33613646","335","False"
"3176","2 cans green beans, drained","2 cans green beans , drained","fresh green bean","","0.2205494","335","False"
"2103","4 oz. lo mein noodles","4 oz . lo mein noodles","udon noodle","","0.3656693","335","False"
"8792","2 tablespoons rice wine vinegar","2 tablespoons rice wine vinegar","rice vinegar","white rice","0.1617575","25","False"
"3826","1 cup unsalted vegetable stock","1 cup unsalted vegetable stock","vegetable broth","","0.21968748","335","False"
"4322","3 cups cooked lentils (I used green lentils because they told their shape after being cooked)","3 cups cooked lentils ( I used green lentils because they UNK their shape after being cooked )","chickpea","","0.4260568","335","False"
"2257","1 (3-inch) stalk lemongrass, halved lengthwise","1 ( 3 - inch ) stalk lemongrass , halved lengthwise","fresh ginger","","0.3320599","335","False"
"4554","2 ounces pecorino Romano cheese, shredded (1/2 cup)","2 ounces pecorino Romano cheese , shredded ( 1 / 2 cup )","grated parmesan cheese","","0.21915898","335","False"
"2167","Campbell’s Tomato Soup (for serving; optional)","Campbell s Tomato Soup ( for serving optional )","fresh chive","","0.55159837","335","False"
"2896","1 teaspoon Sichuan peppercorns","1 teaspoon Sichuan peppercorns","ground red pepper","","0.32915157","335","False"
"2653","a handful of watercress","a handful of watercress","green leaf lettuce","","0.29785424","335","False"
"1104","1/3 cup buttermilk, plus more as needed","1 / 3 cup buttermilk , plus more as needed","blueberry","","0.35959893","335","False"
"4007","1 whole clove","1 whole clove","shallot","","0.3698468","335","False"
"914","1 (3-inch) cinnamon stick","1 ( 3 - inch ) cinnamon stick","honey","","0.35647792","335","False"
"8814","Cooked rice, for serving","Cooked rice , for serving","cooked white rice","white rice","0.15442064","25","False"
"7058","Granola","UNK","pepita","","0.0","335","False"
"1852","4 cups (1 litre) chicken broth (, low sodium)","4 cups ( 1 UNK ) chicken broth ( , low sodium )","chicken broth","low-sodium chicken broth","0.102971256","26","False"
"7310","1/2 cup finely crushed tortilla chips (crushed in resealable plastic bag with mallet)","1 / 2 cup finely crushed tortilla chips ( crushed in UNK plastic bag with mallet )","flour tortilla","","0.32691783","335","False"
"4591","1 5-inch lemongrass stalk, tough outer layers removed, finely chopped (about 2 tablespoons)","1 5 - inch lemongrass stalk , tough outer layers removed , finely chopped ( about 2 tablespoons )","fresh ginger","","0.30549404","335","False"
"3531","1 lime","1 lime","lime","lime juice","0.069691114","71","False"
"4687","4 taco shells or small tortillas, (corn or flour)","4 taco shells or small tortillas , ( corn or flour )","flour tortilla","","0.30873585","335","False"
"4389","2 tablespoons coconut aminos","2 tablespoons coconut UNK","tamari","","0.28030217","335","False"
"370","3 kaffir lime leaves or 1 lemongrass (, white part only, smashed to burst open (Note 5))","3 kaffir lime leaves or 1 lemongrass ( , white part only , smashed to UNK open ( Note 5 ) )","green leaf lettuce","","0.4781071","335","False"
"861","22.5 ounces bread flour, plus more for dusting (630g; about 4 1/2 cups)","22 . 5 ounces bread flour , plus more for dusting ( UNK g about 4 1 / 2 cups )","sandwich bread","","0.27618572","335","False"
"3280","1-3 tablespoons tequila (I used 1)","1 - 3 tablespoons tequila ( I used 1 )","lime","","0.39322436","335","False"
"7018","2 tablespoons fermented black beans ((rinsed))","2 tablespoons fermented black beans ( ( rinsed ) )","black bean","","0.2511688","335","False"
"3679","Carrot ginger dressing*","Carrot ginger dressing","French dressing","","0.33922103","335","False"
"724","4 tablespoons sherry vinegar or cider vinegar","4 tablespoons sherry vinegar or cider vinegar","red wine vinegar","","0.2891508","335","False"
"4735","½ cup cooked quinoa, cold or room temperature","1 / 2 cup cooked quinoa , cold or room temperature","macaroni","","0.30873027","335","False"
"6320","3 tablespoons plus 2 teaspoons kosher salt","3 tablespoons plus 2 teaspoons kosher salt","kosher salt","table salt","0.20582649","208","False"
"7183","1/4 cup of buttermilk (extra if desired)","1 / 4 cup of buttermilk ( extra if desired )","egg","","0.2863202","335","False"
"5022","1 teaspoon white truffle oil","1 teaspoon white truffle oil","canola oil","","0.36139393","335","False"
"6940","1 teaspoon Red Chile Paste (or A Few Dashes Red Chile Oil)","1 teaspoon Red Chile Paste ( or A Few Dashes Red Chile Oil )","crushed red pepper flake","","0.37021434","335","False"
"1292","1/8 teaspoon almond extract","1 / 8 teaspoon almond extract","almond flour","","0.35908812","335","False"
"868","½ cup Jasmine Rice","1 / 2 cup UNK Rice","white rice","","0.1892308","335","False"
"6914","Blackened seasoning to taste","UNK seasoning to taste","cajun seasoning","","0.13752693","335","False"
"7089","1 cup enchilada sauce**","1 cup UNK sauce","barbecue sauce","red enchilada sauce","0.13461775","4","False"
"6818","1/8 teaspoon pumpkin pie spice","1 / 8 teaspoon pumpkin pie spice","ground allspice","","0.30093065","335","False"
"3255","3 teaspoons Carlini Ghee Clarified Butter","3 teaspoons UNK UNK Clarified Butter","ground chicken","","0.43006027","335","False"
"926","Cooked basmati rice or flatbread, for serving (optional)","Cooked basmati rice or flatbread , for serving ( optional )","white rice","","0.20427108","335","False"
"5028","1 tablespoon fresh tarragon","1 tablespoon fresh tarragon","fresh spearmint","","0.31301853","335","False"
"6889","1-2 packs katsuobushi (dried bonito flakes) ((3-6 g, as much as you like))","1 - 2 UNK UNK ( dried bonito flakes ) ( ( 3 - 6 g , as much as you like ) )","american eggplant","","0.3951158","335","False"
"6394","Pinch of fine sea salt","Pinch of fine sea salt","table salt","kosher salt","0.20184807","113","False"
"6477","3 cups cooked quinoa and/or brown rice (see notes)","3 cups cooked quinoa and / or brown rice ( see notes )","quinoa","","0.38030225","335","False"
"5034","borage flowers or pea flowers for garnishing ( optional but pretty)","borage flowers or pea flowers for garnishing ( optional but UNK )","fennel bulb","","0.43877286","335","False"
"791","2 teaspoons extra-virgin olive oil","2 teaspoons extra - virgin olive oil","extra-virgin olive oil","olive oil","0.01793147","223","False"
"4992","1 Turkish cucumber","1 Turkish cucumber","slicing cucumber","","0.32249787","335","False"
"3262","1/4 cup tequila","1 / 4 cup tequila","lime","","0.31528986","335","False"
"3214","1 smoked ham hock, about 11 ounces (assuming 4 ounces meat removing bone and skin)","1 smoked ham hock , about 11 ounces ( UNK 4 ounces meat removing bone and skin )","ham","","0.3152579","335","False"
"456","BBQ Chickpea ""Nuts""","UNK UNK UNK","english muffin","","0.38096672","335","False"
"2127","1 cup frozen chopped onions (from a 12-oz bag) such as Ore Ida brand","1 cup frozen chopped onions ( from a 12 - oz bag ) such as UNK Ida brand","frozen artichoke","","0.43820292","335","False"
"1834","3 Tbsp vanilla protein powder","3 Tbsp vanilla protein powder","vanilla extract","","0.36215124","335","False"
"4962","1/3 cup gochujang Korean paste, Mother in Law's preferred brand","1 / 3 cup gochujang Korean paste , Mother in UNK s preferred brand","chili garlic sauce","","0.3750382","335","False"
"3511","3 tablespoons mirin","3 tablespoons mirin","white wine","","0.26453894","335","False"
"6466","1 batch Carrot Ginger Dressing (see below)","1 batch Carrot Ginger Dressing ( see below )","balsamic vinaigrette","","0.4489771","335","False"
"418","2 (8-oz.) pkg. precooked quinoa","2 ( 8 - oz . ) UNK . precooked quinoa","quinoa","","0.26758832","335","False"
"525","12 oz 93% lean ground turkey","12 oz UNK % lean ground turkey","93% lean ground turkey","ground turkey","0.14874078","16","False"
"4326","1 teaspoon finely chopped fresh sage","1 teaspoon finely chopped fresh sage","ground dried sage","","0.29708093","335","False"
"4211","2 kiwifruit (peeled and sliced)","2 UNK ( peeled and sliced )","hass avocado","kiwi","0.30041543","1","False"
"258","1 Persian cucumber, sliced","1 Persian cucumber , sliced","english cucumber","","0.22274047","335","False"
"4443","2 king oyster mushrooms (eringi)","2 king oyster mushrooms ( UNK )","brown mushroom","","0.3758594","335","False"
"5402","4 ounces sliced sopressata, (chopped)","4 ounces sliced UNK , ( chopped )","hass avocado","","0.3755818","335","False"
