"id","raw","pred","label","dist","training_count","not_exact"
"6467","1 avocado, peeled pitted and diced","hass avocado","hass avocado","0.19024046","64","False"
"7625","1/2 cup onion (diced)","yellow onion","yellow onion","0.10012799","164","False"
"2775","1 pound ground turkey","ground turkey","ground turkey","0.040097196","16","False"
"4676","1 medium onion, (diced)","yellow onion","yellow onion","0.10572201","164","False"
"6109","2 tablespoons finely chopped fresh mint","fresh spearmint","fresh spearmint","0.08870257","10","False"
"6178","¼ teaspoon cayenne (more to taste)","ground red pepper","ground red pepper","0.14994663","33","False"
"4796","1/2 red onion, (thinly sliced)","red onion","red onion","0.06110447","67","False"
"6456","6 eggs","egg","egg","0.094543494","93","False"
"7984","1 Tablespoon olive oil","olive oil","olive oil","0.098164886","223","False"
"3653","2 tsp low sodium soy sauce","low-sodium soy sauce","low-sodium soy sauce","0.09927362","38","False"
"4066","1 tsp soy sauce","soy sauce","soy sauce","0.07786265","51","False"
"4175","1 teaspoon ground cumin","ground cumin","ground cumin","0.026857082","72","False"
"2258","2 teaspoons sambal oelek (ground fresh chile paste)","chili garlic sauce","chili garlic sauce","0.22947767","16","False"
"5462","1 teaspoon canola oil","canola oil","canola oil","0.059553318","31","False"
"2632","1 pound boneless skinless chicken breast (chopped into bite sized pieces)","skinless chicken breast","skinless chicken breast","0.10997429","53","False"
"1810","2 thin slices ginger ((julienned))","fresh ginger","fresh ginger","0.10547122","124","False"
"1293","1 1/2 lb chicken breasts (boneless and skinless (2 or 3 depending on size), cut into small cubes)","skinless chicken breast","skinless chicken breast","0.12413592","53","False"
"3824","8 ounces cremini mushrooms, quartered","brown mushroom","brown mushroom","0.11076398","11","False"
"3340","1 tablespoon garlic granules","garlic powder","garlic powder","0.12074827","53","True"
"5135","lime juice, to taste","lime juice","lime juice","0.03373982","71","False"
"8934","2 teaspoons fresh thyme","fresh thyme","fresh thyme","0.043945547","32","False"
"7205","1 large butternut squash, halved","butternut squash","butternut squash","0.05000042","7","False"
"4426","water","tap water","tap water","0.11728372","92","False"
"1277","1 Tbsp maple syrup ((or sub agave or honey if not vegan))","maple syrup","maple syrup","0.11370018","17","False"
"8977","1/2 teaspoon ground cumin","ground cumin","ground cumin","0.028898306","72","False"
"7484","4 cups chicken broth ( or veggie broth)","chicken broth","chicken broth","0.09967756","56","False"
"1082","fresh cilantro, for garnish","cilantro","cilantro","0.14357549","117","False"
"6541","2 hearts romaine lettuce, chopped","romaine lettuce","romaine lettuce","0.1275729","27","True"
"3258","2 packages, 6 cups frozen Season’s Choice Plain or Garlic Riced Cauliflower","cauliflower rice","cauliflower rice","0.2324361","3","False"
"3406","1/4 cup olive oil","olive oil","olive oil","0.06107786","223","False"
"6614","1/4 to 1/2 tsp red pepper flakes","crushed red pepper flake","crushed red pepper flake","0.1463496","57","False"
"4573","2 tbsp soft brown sugar","light brown sugar","light brown sugar","0.12513883","32","False"
"6845","2 teaspoons olive oil","olive oil","olive oil","0.06292267","223","False"
"8798","3 tablespoons peanut or vegetable oil","peanut oil","peanut oil","0.10471712","11","False"
"8413","1 tablespoon chili powder","chili powder","chili powder","0.056132022","39","False"
"8492","1 1/2 tablespoons fish sauce","fish sauce","fish sauce","0.0766712","23","False"
"2829","8 oz sliced baby Bella mushrooms","brown mushroom","brown mushroom","0.14518239","11","True"
"6279","chives (for garnish)","fresh chive","fresh chive","0.13526198","19","False"
"5411","1 cloves garlic, (finely minced)","garlic","garlic","0.11987232","331","False"
"4965","1 tablespoon toasted sesame oil","sesame oil","sesame oil","0.10938834","68","False"
"7146","1 zucchini (diced)","zucchini","zucchini","0.087358534","26","False"
"1159","1/2 teaspoon salt","table salt","table salt","0.09177246","208","False"
"2849","2 cups macaroni elbows","macaroni","macaroni","0.15802525","4","False"
"1557","1/4 teaspoon grated or ground nutmeg","ground nutmeg","ground nutmeg","0.06116593","11","False"
"7553","2 bay leaves","bay leaf","bay leaf","0.14225402","26","False"
"4214","1 14-ounce package extra firm tofu","firm tofu","firm tofu","0.10099115","12","True"
"6686","1 cup raw walnuts","dry-roasted walnut","dry-roasted walnut","0.1679551","8","True"
"4697","juice of 1 grapefruit, about 2/3 cup","grapefruit juice","grapefruit juice","0.20991349","1","False"
"1077","2 teaspoons turmeric","ground turmeric","ground turmeric","0.13510585","28","False"
"3364","4 large slices 7-grain (or another whole grain) bread","sandwich bread","sandwich bread","0.13953179","31","True"
"568","1 pound boneless, skinless chicken breast, cut into bite-size pieces","skinless chicken breast","skinless chicken breast","0.14796543","53","False"
"6738","1 teaspoon light soy sauce","light soy sauce","light soy sauce","0.04278155","13","False"
"7403","cilantro leaves, for garnish","cilantro","cilantro","0.07199636","117","False"
"2882","1 ounce finely grated Parmesan, plus more for serving","grated parmesan cheese","grated parmesan cheese","0.20040879","57","False"
"1589","5 cloves crushed garlic","garlic","garlic","0.11519964","331","False"
"2137","1½ tablespoons pure maple syrup","maple syrup","maple syrup","0.13571268","17","False"
"8885","1 teaspoon minced peeled fresh ginger","fresh ginger","fresh ginger","0.03530578","124","False"
"3473","1 rib celery (finely chopped)","celery","celery","0.11580673","44","False"
"990","1 red capsicum / bell pepper (, chopped)","red bell pepper","red bell pepper","0.072935164","60","False"
"1975","sour cream, for serving (optional)","sour cream","sour cream","0.065254845","23","False"
"769","1 jalapeño, minced","fresh jalapeno pepper","fresh jalapeno pepper","0.12733983","38","False"
"6672","500 grams bhindi (okra, chopped into rounds)","okra","okra","0.18613806","1","False"
"916","2 teaspoons ground coriander","ground coriander","ground coriander","0.051819272","14","False"
"5065","Juice of 1 lime","lime juice","lime juice","0.13196611","71","False"
"2984","1 Tbsp. finely chopped rosemary","fresh rosemary","fresh rosemary","0.17004773","10","False"
"1771","A few sprigs of cilantro per sandwich","cilantro","cilantro","0.1227373","117","False"
"136","1/2 Tbsp chili powder","chili powder","chili powder","0.06579538","39","False"
"4469","1 cup sliced mushrooms","white mushroom","white mushroom","0.07881071","24","True"
"7400","1 red chili pepper, chopped (optional or to taste)","fresh red chili pepper","fresh red chili pepper","0.15137525","8","False"
"4207","1/3 cup olive oil","olive oil","olive oil","0.06342247","223","False"
"1631","½ teaspoon cracked pepper","ground black pepper","ground black pepper","0.075651094","200","False"
"2727","1/2 cup rice (long-grain )","white rice","white rice","0.19928432","25","False"
"6193","1 sheet frozen puff pastry, thawed","puff pastry","puff pastry","0.114038065","3","False"
"307","2 heaping tablespoons tomato paste","tomato paste","tomato paste","0.08507402","26","False"
"5099","2 tablespoons extra-virgin olive oil","extra-virgin olive oil","extra-virgin olive oil","0.026418377","50","False"
"3057","2 tablespoons olive oil","olive oil","olive oil","0.05060727","223","False"
"6282","8 oz. green beans","fresh green bean","fresh green bean","0.10984147","11","False"
"251","2 tablespoons low sodium soy sauce","low-sodium soy sauce","low-sodium soy sauce","0.082997106","38","False"
"8564","1 tablespoon honey","honey","honey","0.0532046","60","False"
"4950","1 teaspoon toasted sesame oil","sesame oil","sesame oil","0.09256919","68","False"
"7770","2 teaspoons red curry paste","red curry paste","red curry paste","0.03785982","4","False"
"4803","1 1/2 tablespoons freshly squeezed lemon juice ((juice of 1/2 medium lemon))","lemon juice","lemon juice","0.13328242","66","False"
"4178","1/2 teaspoon paprika ((I used pimento d'Espelette))","ground paprika","ground paprika","0.18441017","25","False"
"3196","¼ teaspoon kosher salt","kosher salt","kosher salt","0.064139575","113","False"
"1026","1 12-ounce can white beans, rinsed and drained","great northern bean","great northern bean","0.13999125","6","False"
"2906","½ Tbsp ginger ((grated))","fresh ginger","fresh ginger","0.11238319","124","False"
"4915","1/4 teaspoon black pepper","ground black pepper","ground black pepper","0.06961487","200","False"
"8400","10 oz Shrimp","shrimp","shrimp","0.15063274","38","False"
"3201","2 tablespoons sweet white miso paste, (see Ingredient note)","white miso","white miso","0.19412614","6","False"
"3335","2 tablespoons tomato paste","tomato paste","tomato paste","0.081599474","26","False"
"2028","1 cup cherry tomatoes, halved","cherry tomato","cherry tomato","0.07758303","27","False"
"8639","1 small Chioggia beet, cut into 1/8-in.-thick slices","beets","beets","0.17585087","5","True"
"3640","1 1/2 tablespoons olive oil","olive oil","olive oil","0.06299647","223","False"
"4131","Freshly cracked pepper, to taste","ground black pepper","ground black pepper","0.11217998","200","False"
"7882","1/2 cup sunflower or pumpkin seeds","sunflower seed","sunflower seed","0.20921046","4","False"
"8973","2/3 cup balsamic vinegar","balsamic vinegar","balsamic vinegar","0.06642412","17","False"
"590","1 1/2 cups filtered water","tap water","tap water","0.14420438","92","False"
"2606","1 tsp olive oil","olive oil","olive oil","0.06300761","223","False"
"822","½ teaspoon ground black pepper, plus more for seasoning","ground black pepper","ground black pepper","0.10534243","200","False"
"7644","4 tsp lime juice","lime juice","lime juice","0.068365745","71","False"
"4044","1 garlic clove, minced","garlic","garlic","0.14258757","331","False"
"7635","¼ cup cilantro (minced )","cilantro","cilantro","0.14339432","117","False"
"2373","2 boneless, skinless thin-sliced chicken breasts","skinless chicken breast","skinless chicken breast","0.1179007","53","False"
"1688","2 tsp dried thyme leaves ((or 3 tsp fresh))","dried thyme leaf","dried thyme leaf","0.14756554","11","False"
"1576","1-3 teaspoons pure maple syrup, to taste","maple syrup","maple syrup","0.18180627","17","False"
"2559","1 avocado, pitted and chopped","hass avocado","hass avocado","0.15186395","64","False"
"6377","Italian parsley for garnish","fresh parsley","fresh parsley","0.22138932","85","True"
"2887","1 tablespoon light soy sauce","light soy sauce","light soy sauce","0.047175094","13","False"
"8323","8 ounces spaghetti, linguine, or cappellini (regular or whole wheat)","spaghetti","spaghetti","0.19132976","5","False"
"4868","Parsley, for garnish","fresh parsley","fresh parsley","0.10767097","85","False"
"8037","1/2 cup corn kernels (canned or freshly cooked)","canned corn","canned corn","0.19085671","5","False"
"2007","1/2 tsp. sea salt","table salt","table salt","0.08934196","208","True"
"1853","4 cups (1 litre) water","tap water","tap water","0.17829749","92","False"
"4577","Boiled rice","cooked white rice","cooked white rice","0.124014005","17","False"
"3118","8 ounces rice noodles, not too thin","rice noodle","rice noodle","0.12468103","4","False"
"5258","1/2 cup sour cream","sour cream","sour cream","0.04497881","23","False"
"1319","1/4 tsp crushed red pepper","crushed red pepper flake","crushed red pepper flake","0.10816835","57","False"
"8290","1/4 cup butter","unsalted butter","unsalted butter","0.09957789","93","False"
"8764","2 tbsp apple cider vinegar","apple cider vinegar","apple cider vinegar","0.061668888","23","False"
"7280","3 teaspoons garlic powder","garlic powder","garlic powder","0.09168989","53","False"
"8824","1 teaspoon cinnamon","ground cinnamon","ground cinnamon","0.15697941","19","False"
"191","2 tablespoons canola oil","canola oil","canola oil","0.06985362","31","False"
"3838","1 oz low fat cream cheese","cream cheese","cream cheese","0.23463854","5","True"
"7884","3/4 cup mayonnaise","regular mayonnaise","regular mayonnaise","0.17824128","33","False"
"5367","1/2 cup mandarin oranges","orange","orange","0.14364792","9","True"
"4296","1 and 1/2 teaspoons Sriracha","sriracha","sriracha","0.12961203","28","False"
"6512","1 tablespoon extra virgin olive oil","extra-virgin olive oil","extra-virgin olive oil","0.052121118","50","False"
"6286","3 tbsp. lemon juice","lemon juice","lemon juice","0.04242555","66","False"
"6632","1 teaspoon cornstarch","cornstarch","cornstarch","0.043328628","46","False"
"4282","1 tablespoon light soy","light soy sauce","light soy sauce","0.15667005","13","False"
"1583","1/2 cup chopped spinach leaves","fresh spinach","fresh spinach","0.12758407","50","False"
"3273","3 avocados (mashed)","hass avocado","hass avocado","0.19970703","64","False"
"1788","2 tbsp flour","all-purpose white flour","all-purpose white flour","0.1207979","36","False"
"5346","1 1/2 teaspoons paprika","ground paprika","ground paprika","0.14813825","25","False"
"1714","1 teaspoon fresh thyme leaves","fresh thyme","fresh thyme","0.116814636","32","False"
"6570","1/4 cup canola or vegetable oil","canola oil","canola oil","0.10877253","31","False"
"5248","8 ounces fresh strawberries, hulled and halved","strawberry","strawberry","0.22584422","7","False"
"8778","2 teaspoons toasted sesame oil","sesame oil","sesame oil","0.11921972","68","False"
"2000","1/4 cup crumbled goat cheese","crumbled fresh soft goat cheese","crumbled fresh soft goat cheese","0.0757908","12","False"
"6569","1 1/2 pounds button mushrooms, trimmed","white mushroom","white mushroom","0.13374454","24","True"
"1857","1 tbsp finely chopped parsley ((optional))","fresh parsley","fresh parsley","0.12719557","85","False"
"7028","1 cup water","tap water","tap water","0.11905634","92","False"
"8194","2 teaspoons salt","table salt","table salt","0.097759","208","False"
"5533","1 egg, beaten","egg","egg","0.056657724","93","False"
"2545","handful of sprouts","alfalfa","alfalfa","0.08353105","2","False"
"8774","3 slices sugar-free uncured bacon, (cooked and crumbled)","bacon","bacon","0.21678963","23","True"
"413","1 tablespoon unsalted tomato paste","tomato paste","tomato paste","0.26733565","26","False"
"6530","2 pounds skinless, boneless chicken thighs, cut into 1/2-inch strips","boneless, skinless chicken thigh","boneless, skinless chicken thigh","0.1556254","19","False"
"6876","1 tsp cumin","ground cumin","ground cumin","0.08057672","72","False"
"6740","1 tablespoon potato starch or flour","cornstarch","cornstarch","0.19389518","46","True"
"5302","1/4 cup water","tap water","tap water","0.13342302","92","False"
"2568","1 sprig of flat parsley","fresh parsley","fresh parsley","0.07703056","85","False"
"8932","½ teaspoon pepper","ground black pepper","ground black pepper","0.11711734","200","False"
"4501","1 tablespoon honey","honey","honey","0.0532046","60","False"
"6182","2 tablespoons all-purpose flour","all-purpose white flour","all-purpose white flour","0.09671595","36","False"
"8521","1 tablespoon worcestershire sauce","worcestershire sauce","worcestershire sauce","0.03739775","24","False"
"3132","1/2 teaspoon ground cumin","ground cumin","ground cumin","0.028898306","72","False"
"1411","12 cloves of garlic, peeled","garlic","garlic","0.2144337","331","False"
"3205","A few drops hot pepper sauce","hot sauce","hot sauce","0.13980463","18","False"
"1140","2 1/2 tablespoons peanut oil ((or vegetable oil))","peanut oil","peanut oil","0.13720576","11","False"
"6215","2 teaspoons olive oil","olive oil","olive oil","0.06292267","223","False"
"602","1 chipotle chili in adobo sauce, chopped (*add more for extra smokyness and heat)","chipotle pepper in adobo sauce","chipotle pepper in adobo sauce","0.15243289","7","False"
"2049","1 tsp ground allspice","ground allspice","ground allspice","0.037886858","4","False"
"5387","1 teaspoon ground cardamom","ground cardamom","ground cardamom","0.04288959","5","False"
"7392","Queso fresco, for sprinkling","queso fresco","queso fresco","0.071477965","4","False"
"245","1 Tbsp soy sauce","soy sauce","soy sauce","0.11074594","51","False"
"6040","1 ear Of Corn","fresh corn","fresh corn","0.21679354","16","False"
"688","1/4 cup peanut butter","peanut butter","peanut butter","0.068735555","22","False"
"8177","1 lb 93% lean ground turkey","93% lean ground turkey","93% lean ground turkey","0.035625666","4","False"
"13"," Pepper","ground black pepper","ground black pepper","0.19965288","200","False"
"3087","1 tablespoon olive oil","olive oil","olive oil","0.056319624","223","False"
"7653","2 tbsp butter (unsalted)","unsalted butter","unsalted butter","0.09059525","93","False"
"2837","1 lb. ground beef","ground beef","ground beef","0.049051084","11","False"
"2494","2 tablespoons extra-virgin olive oil","extra-virgin olive oil","extra-virgin olive oil","0.026418377","50","False"
"3937","2 cans tuna (5 to 6 ounce cans)","water-packed light tuna","water-packed light tuna","0.21234784","6","True"
"6164","2 tablespoons olive oil or butter","olive oil","olive oil","0.08897178","223","False"
"4771","1 small/medium sweet potato (peeled and diced)","sweet potato","sweet potato","0.09957774","22","False"
"6751","2 medium acorn squash, halved down the middle, seeds removed","acorn squash","acorn squash","0.08711671","2","False"
"7035","paprika for sprinkling","ground paprika","ground paprika","0.16636667","25","False"
"3751","2 tablespoons low-fat milk","1% milk","1% milk","0.18314332","8","True"
"108","1/2 tsp pink Himalayan sea salt","kosher salt","kosher salt","0.16846858","113","True"
"7440","½ cup torn basil, plus a few whole leaves","fresh basil","fresh basil","0.2602806","39","False"
"8616","Freshly ground black pepper, to taste","ground black pepper","ground black pepper","0.094569","200","False"
"7814","2 teaspoons canola oil, divided","canola oil","canola oil","0.09554428","31","False"
"814","2 tablespoons (10g) panko bread crumbs (optional; see note)","panko bread crumb","panko bread crumb","0.1615895","23","False"
"7286","1/3 cup chopped onion","yellow onion","yellow onion","0.08755872","164","False"
"4822","1/4 teaspoon black pepper","ground black pepper","ground black pepper","0.06961487","200","False"
"252","2 tablespoons fish sauce","fish sauce","fish sauce","0.05838832","23","False"
"4498","1/3 cup chicken or vegetable broth","chicken broth","chicken broth","0.13111836","56","False"
"2262","1 tablespoon sugar","white sugar","white sugar","0.13100685","51","False"
"2313","1 Tbsp apple cider vinegar","apple cider vinegar","apple cider vinegar","0.09263414","23","False"
"8705","1/2 tsp ground cinnamon","ground cinnamon","ground cinnamon","0.045284983","19","False"
"707","1 to 3 jalapeño or serrano peppers (to taste), seeded if desired and minced","fresh serrano pepper","fresh serrano pepper","0.21040091","10","False"
"449","½ fl. oz. Soy Sauce - Gluten-Free","soy sauce","soy sauce","0.2202247","51","False"
"1953","1 lb cauliflower florets","white cauliflower","white cauliflower","0.13100001","21","True"
"3458","1 thumb Ginger","fresh ginger","fresh ginger","0.06648648","124","False"
"3960","2 tablespoon olive oil","olive oil","olive oil","0.05268059","223","False"
"3191","2 tablespoons unseasoned rice vinegar","rice vinegar","rice vinegar","0.09681413","44","False"
"1808","3 tablespoons oil","vegetable oil","vegetable oil","0.10544646","80","False"
"8522","3/4 teaspoon salt","table salt","table salt","0.09978081","208","False"
"4705","chopped cilantro, for serving","cilantro","cilantro","0.076964065","117","False"
"3030","1 pound medium shrimp, peeled and deveined","shrimp","shrimp","0.16670236","38","False"
"8982","1/4 teaspoon salt","table salt","table salt","0.08163575","208","False"
"7204","Chopped fresh chives or parsley leaves, for garnish","fresh chive","fresh chive","0.13335498","19","False"
"1651","1/2 cup soaked cashews","raw cashew","raw cashew","0.15679325","3","False"
"6670","2 medium apples (thinly sliced (I used Gala))","apple","apple","0.19862135","20","False"
"5344","Cheese as desired, such as pepper jack, cheddar, muenster, or Swiss (optional)","shredded yellow cheddar cheese","shredded yellow cheddar cheese","0.18730523","26","True"
"1182","1/2 teaspoon sugar","white sugar","white sugar","0.11994213","51","False"
"867","2 Skin-On Salmon Fillets","farmed atlantic salmon","farmed atlantic salmon","0.12971742","19","False"
"4275","1/3 cup chicken stock ((or water))","chicken broth","chicken broth","0.1590448","56","False"
"2782","1/2 teaspoon fish sauce","fish sauce","fish sauce","0.07758427","23","False"
"905","1/2 cup sesame seeds","hulled white sesame seed","hulled white sesame seed","0.12808684","26","False"
"3419","1 tablespoon cider vinegar","apple cider vinegar","apple cider vinegar","0.12453367","23","False"
"6953","4 slices cooked bacon","bacon","bacon","0.27306813","23","False"
"3889","1/4 tsp salt","table salt","table salt","0.091909006","208","False"
"4374","1 tablespoon lime juice","lime juice","lime juice","0.03297423","71","False"
"3229","1 cup shredded zucchini","zucchini","zucchini","0.06056453","26","False"
"639","1/2 cup cayenne pepper sauce, I used Frank's","hot sauce","hot sauce","0.15230544","18","False"
"5124","1 cup cherry tomato, sliced","cherry tomato","cherry tomato","0.0628315","27","False"
"4857","1 clove garlic, minced","garlic","garlic","0.11627709","331","False"
"2684","500g / 1 lb zucchinis ((2 large), peeled and cut into 1.25cm / 1/2"" slices)","zucchini","zucchini","0.26251662","26","False"
"6267","2½ teaspoons chili powder","chili powder","chili powder","0.09653865","39","False"
"217","6 large eggs, lightly beaten","egg","egg","0.1292921","93","False"
"880","2 large onions, peeled and sliced","yellow onion","yellow onion","0.10433677","164","False"
"4125","1 onion, sliced","yellow onion","yellow onion","0.07300453","164","False"
"2071","1 cup blackberries","blackberry","blackberry","0.08428377","2","False"
"8602","1 clove garlic, finely chopped","garlic","garlic","0.13205981","331","False"
"3977","3 eggs","egg","egg","0.10438603","93","False"
"2118","1 head Boston lettuce","butter lettuce","butter lettuce","0.15417892","9","False"
"2658","1/4 yellow pepper (cut in strips)","yellow bell pepper","yellow bell pepper","0.21619473","7","False"
"3501","1 tablespoon oil","vegetable oil","vegetable oil","0.0947056","80","False"
"1579","¼ cup toasted, unsweetened, flaked coconut","shredded coconut","shredded coconut","0.23613882","3","False"
"8916","1 teaspoon chili garlic sauce","chili garlic sauce","chili garlic sauce","0.07974672","16","False"
"6898","1/4 teaspoon freshly ground black pepper","ground black pepper","ground black pepper","0.04898959","200","False"
"5529","1-2 tablespoons grass-fed butter","unsalted butter","unsalted butter","0.14717957","93","False"
"744","1 medium onion, minced fine","yellow onion","yellow onion","0.14031257","164","False"
"6079","1/2 cup crumbled cotija cheese","crumbled feta cheese","crumbled feta cheese","0.09054828","17","True"
"7342","1 pound ground beef","ground beef","ground beef","0.040077545","11","False"
"6181","2 tablespoons unsalted butter","unsalted butter","unsalted butter","0.025078911","93","False"
"8920","1 lemon, (optional)","lemon","lemon","0.15177394","28","False"
"7642","1/3 cup coconut aminos ((or sub slightly lesser amount of tamari to taste as it can be more pungent in flavor))","tamari","tamari","0.24466732","9","True"
"5506","2 tablespoons sun-dried tomatoes (chopped)","sun-dried tomato","sun-dried tomato","0.105941445","3","False"
"7163","2 teaspoons cornstarch","cornstarch","cornstarch","0.04968459","46","False"
"7315","1/2 teaspoon ground black pepper","ground black pepper","ground black pepper","0.03830284","200","False"
"7585","1 cup 100% orange juice","orange juice","orange juice","0.16553083","13","False"
"3698","1/2 lb. frozen corn","frozen corn","frozen corn","0.024122145","13","False"
"7254","6 8-inch low carb flour tortillas (I used Ole Xtreme Wellness)","flour tortilla","flour tortilla","0.31451994","13","True"
"3217","¼ cup olive oil","olive oil","olive oil","0.06107786","223","False"
"4251","1/2 teaspoon ground cumin","ground cumin","ground cumin","0.028898306","72","False"
"107","1/4 tsp black pepper","ground black pepper","ground black pepper","0.07266676","200","False"
"665","1/2 cup mixed frozen berries","frozen mixed berry","frozen mixed berry","0.21661085","2","False"
"4961","1 tablespoon Worcestershire sauce, Lea and Perrins preferred brand","worcestershire sauce","worcestershire sauce","0.1340686","24","False"
"802","2 teaspoons dark sesame oil","sesame oil","sesame oil","0.090528026","68","False"
"5452","1 carton (32 oz) Progresso™ unsalted chicken broth","low-sodium chicken broth","low-sodium chicken broth","0.14280745","26","True"
"4058","1 tsp+ chilli fakes / red pepper flakes","crushed red pepper flake","crushed red pepper flake","0.12063542","57","False"
"7346","2 tablespoons parsley (chopped)","fresh parsley","fresh parsley","0.07463725","85","False"
"2910","1 apple ((I used Fuji apple))","apple","apple","0.1007613","20","False"
"7538","1 teaspoon Dijon mustard","dijon mustard","dijon mustard","0.08655895","29","False"
"7536","1/4 cup dry white wine","white wine","white wine","0.107613295","19","True"
"6503","(optional: 1-2 teaspoons sriracha, added to taste)","sriracha","sriracha","0.14869907","28","False"
"2865","12 tablespoons extra-virgin olive oil","extra-virgin olive oil","extra-virgin olive oil","0.029630935","50","False"
"2206","2 eggs, (lightly beaten)","egg","egg","0.14410262","93","False"
"922","½ cup boiling water","tap water","tap water","0.22711042","92","False"
"1256","1 onion (, diced)","yellow onion","yellow onion","0.087183736","164","False"
"2181","crumbled queso fresco cheese for crumbling","queso fresco","queso fresco","0.22782397","4","False"
"8783","1 teaspoon grated peeled fresh ginger","fresh ginger","fresh ginger","0.05004991","124","False"
"6875","2 cups frozen corn","frozen corn","frozen corn","0.03845711","13","False"
"2442","1 teaspoon lemon zest","lemon zest","lemon zest","0.040519968","13","False"
"6445","2 teaspoons dried thyme","dried thyme leaf","dried thyme leaf","0.14404598","11","False"
"7896","1 cup fresh basil leaves","fresh basil","fresh basil","0.11768648","39","False"
"7946","1 tbsp Chinese rice wine","Shaoxing wine","Shaoxing wine","0.19255343","10","False"
"3142","1 tablespoon coriander seeds","whole coriander seed","whole coriander seed","0.14173473","5","False"
"1911","2 pork tenderloins, about 2 1/2 pounds total","pork tenderloin","pork tenderloin","0.13993227","19","False"
"1076","1/2 teaspoon salt","table salt","table salt","0.09177246","208","False"
"2579","1 cup Unsweetened almond milk","almond milk","almond milk","0.11843607","14","False"
"6862","1 pound medium shrimp, peeled and deveined","shrimp","shrimp","0.16670236","38","True"
"947","Freshly ground black pepper","ground black pepper","ground black pepper","0.04590432","200","False"
"6929","1 cup chopped green onions","green onion","green onion","0.09736346","109","False"
"3082","6 cloves garlic, minced","garlic","garlic","0.12814996","331","False"
"1113","1 pound ground beef (at least 25% fat)","75% lean ground beef","75% lean ground beef","0.18154743","1","False"
"5498","1/4 cup plain greek yogurt","low-fat plain greek yogurt","low-fat plain greek yogurt","0.08525129","18","True"
"6700","Diamond Crystal kosher salt","kosher salt","kosher salt","0.13164768","113","False"
"2216","3 tablespoons chopped fresh cilantro","cilantro","cilantro","0.1264526","117","False"
"3617","3 cups (700ml) homemade or store-bought low-sodium chicken stock","low-sodium chicken broth","low-sodium chicken broth","0.07510009","26","False"
"1258","2 medium potatoes (, peeled and diced)","russet potato","russet potato","0.16972312","21","False"
"6863","1 clove garlic, chopped","garlic","garlic","0.11291538","331","False"
"1603","2 teaspoon sesame oil","sesame oil","sesame oil","0.037222214","68","False"
"1826","4 slices cooked bacon","bacon","bacon","0.27306813","23","False"
"2779","1 teaspoon fresh ginger, minced","fresh ginger","fresh ginger","0.05627192","124","False"
"6185","1/4 teaspoon black pepper","ground black pepper","ground black pepper","0.06961487","200","False"
"6892","2 Tbsp sake","white wine","white wine","0.15206859","19","True"
"7672","1/8 teaspoon salt","table salt","table salt","0.09680227","208","False"
"1067","6 garlic cloves, peeled","garlic","garlic","0.21917376","331","False"
"4363","1 lb butternut squash, peeled and diced","butternut squash","butternut squash","0.09727098","7","False"
"7505","3/4 cup water (the stuff that you boiled the corn in is best)","tap water","tap water","0.23281373","92","False"
"3119","2 tablespoons peanut or safflower oil","peanut oil","peanut oil","0.09667204","11","False"
"8655","1 tbsp cumin","ground cumin","ground cumin","0.116511606","72","False"
"5252","2 tablespoons light brown sugar","light brown sugar","light brown sugar","0.031976204","32","False"
"1183","3 tablespoons vegetable oil","vegetable oil","vegetable oil","0.030793633","80","False"
"1173","3/4 cup homemade or store-bought hummus (6 ounces; 170g)","hummus","hummus","0.17482471","9","False"
"7191","1/4 tsp paprika","ground paprika","ground paprika","0.13691828","25","False"
"6574","2 large leeks, chopped fine (about 1 1/2 cups)","leek","leek","0.16056997","11","False"
"3842","1 large crispy apple, chopped or grated","apple","apple","0.12400144","20","False"
"3766","2 Tbsp. Honey","honey","honey","0.07891598","60","False"
"6339","1/2 teaspoon curry","curry powder","curry powder","0.155042","22","False"
"1550","2 stalks celery, sliced lengthwise and diced into small cubes","celery","celery","0.118674055","44","False"
"1035","2 cup peas","frozen pea","frozen pea","0.08766919","12","False"
"7922","2 1/2 tablespoons chopped fresh cilantro","cilantro","cilantro","0.12554483","117","False"
"8455","2/3 cup warm water ((160 ml))","tap water","tap water","0.18819277","92","False"
"6725","1 1/2 cups trimmed and sliced sugar snap peas","snap pea","snap pea","0.16765969","7","False"
"1481","1/2 teaspoon kosher salt","kosher salt","kosher salt","0.07057497","113","False"
"8165","1 cup all purpose flour","all-purpose white flour","all-purpose white flour","0.08909483","36","False"
"1547","3/4 cups halved grape or cherry tomatoes","cherry tomato","cherry tomato","0.19324744","27","True"
"6015","3/4 cup peas","frozen pea","frozen pea","0.10564839","12","True"
"1512","1 white onion, peeled and diced","white onion","white onion","0.10208917","18","False"
"8506","1/2 cup bread crumbs","bread crumb","bread crumb","0.090792134","6","False"
"870","2 cloves Garlic","garlic","garlic","0.14676872","331","False"
"1019","1/4 pound thinly sliced deli turkey breast","turkey breast","turkey breast","0.07841724","9","False"
"5423","12 oz. dried or 1 lb. fresh fettuccine","fettuccine","fettuccine","0.16282097","6","False"
"7690","2 large eggs","egg","egg","0.103130154","93","False"
"570","¼ cup cornstarch, divided","cornstarch","cornstarch","0.09161381","46","False"
"8519","1/4 cup panko breadcrumbs","panko bread crumb","panko bread crumb","0.0916215","23","False"
